"","THP1_0H","THP1_0H_2","THP1_0H_3","THP1_16H","THP1_16H_2","THP1_16H_3"
"NDUFA12",1223,1344,1284,926,1082,1021
"NR2C1",1131,941,1166,661,785,709
"FGD6",17,8,13,56,70,76
"VEZT",561,500,636,477,519,528
"MIR331",2,3,3,2,0,2
"MIR3685",3,3,7,1,1,0
"METAP2",3074,2465,2957,1862,2038,2030
"USP44",37,31,42,27,30,22
"PGAM1P5",0,0,2,0,0,0
"NTN4",0,0,0,1,0,4
"LOC100505645",0,0,0,0,0,0
"SNRPF",2337,2135,2209,1004,1159,1103
"CCDC38",2,4,6,2,3,2
"AMDHD1",10,14,16,1,5,3
"HAL",1774,1719,2040,11,25,15
"LTA4H",4777,4658,6003,813,803,811
"ELK3",700,555,644,1069,1088,1119
"CDK17",584,490,632,1058,1137,1291
"C12orf55",0,0,1,1,7,0
"C12orf63",0,0,0,137,157,140
"NEDD1",549,416,570,834,907,910
"RMST",0,0,0,0,0,0
"MIR1251",0,0,0,0,0,0
"MIR135A2",0,0,0,0,0,0
"MIR4495",0,0,0,0,0,0
"MIR4303",0,0,0,0,0,0
"SLC9A7P1",52,34,49,34,32,30
"LOC643770",3,6,3,1,0,3
"LOC100128191",926,890,830,340,387,346
"TMPO",6711,6695,5502,5306,5669,5883
"SLC25A3",11153,11962,11937,5057,5399,4776
"SNORA53",5,5,4,1,4,1
"IKBIP",612,475,622,179,179,169
"APAF1",4072,3515,3924,1657,1750,1765
"ANKS1B",0,1,1,1,0,2
"FAM71C",0,0,0,0,0,0
"UHRF1BP1L",1400,891,1446,1593,1857,1736
"GOLGA2P5",130,146,103,21,23,48
"MIR1827",0,0,1,0,0,0
"ACTR6",439,395,462,289,322,269
"DEPDC4",48,33,52,25,32,21
"SCYL2",1607,1069,1806,3053,3385,3462
"SLC17A8",0,0,0,0,0,1
"NR1H4",0,0,0,0,0,0
"GAS2L3",300,245,207,328,364,373
"ANO4",0,1,0,0,0,0
"SLC5A8",0,0,0,0,0,0
"UTP20",1813,1331,1642,882,1023,1109
"ARL1",1405,1335,1327,580,732,712
"SPIC",0,1,1,0,0,0
"MYBPC1",1,1,0,2,3,5
"LOC100505814",0,0,0,0,0,0
"CHPT1",358,348,387,178,209,183
"SYCP3",12,9,6,2,4,5
"GNPTAB",707,632,722,779,907,847
"DRAM1",283,335,535,4039,4553,4239
"CCDC53",393,337,411,208,237,207
"NUP37",961,911,944,389,492,440
"C12orf48",526,396,461,193,268,258
"PMCH",2,0,1,3,3,3
"IGF1",8,4,7,108,113,129
"LINC00485",1,0,0,0,0,0
"PAH",0,0,0,0,1,0
"ASCL1",0,0,0,0,1,1
"C12orf42",0,0,0,0,0,0
"STAB2",74,46,57,10,8,12
"LOC100505882",48,34,36,4,5,6
"NT5DC3",1190,1135,1063,154,185,160
"GNN",44,44,37,9,9,14
"HSP90B1",47368,36447,42287,36032,41451,39540
"MIR3652",0,0,0,0,0,0
"C12orf73",150,133,176,64,71,80
"TDG",2035,1783,1851,1553,1860,1872
"GLT8D2",8,15,5,7,17,25
"HCFC2",453,351,450,474,488,497
"NFYB",934,801,971,479,504,513
"TXNRD1",4280,4328,3844,5464,6127,5735
"EID3",3,1,2,16,10,7
"CHST11",2904,3105,3198,8424,9621,9444
"IGANRP",2,6,8,9,18,15
"MIR3922",0,0,0,1,0,0
"SLC41A2",21,16,12,980,1153,1128
"C12orf45",130,126,124,134,155,162
"ALDH1L2",2699,2556,4318,1127,1331,1284
"KIAA1033",2722,1827,3129,6847,7856,7963
"APPL2",523,533,559,242,281,258
"C12orf75",223,195,167,96,115,99
"NUAK1",44,33,28,16,13,16
"CKAP4",2108,2168,2920,1520,1851,1655
"TCP11L2",30,22,43,51,65,50
"POLR3B",464,413,412,127,144,150
"LOC100287944",3,1,2,1,0,0
"RFX4",2,0,0,0,3,0
"LOC100505978",0,0,0,1,0,0
"RIC8B",376,327,387,289,293,277
"C12orf23",424,336,450,445,514,476
"MTERFD3",280,239,308,118,105,103
"CRY1",291,305,285,290,297,257
"BTBD11",6,6,3,4,8,5
"PWP1",1405,1495,1374,660,702,726
"PRDM4",885,948,819,637,729,689
"ASCL4",5,1,2,0,0,0
"LOC728739",1,1,3,1,0,0
"WSCD2",0,0,0,0,3,0
"CMKLR1",2,3,8,332,375,377
"FICD",66,77,76,96,112,100
"SART3",3109,3072,2945,2270,2677,2485
"ISCU",1115,1189,1244,825,921,924
"TMEM119",17,9,11,26,25,25
"SELPLG",5603,5878,5028,1059,1091,1130
"MIR4496",2,0,3,5,0,2
"CORO1C",5671,5806,5573,5292,5869,5988
"SSH1",1303,1411,1396,1483,1660,1632
"DAO",0,0,2,0,0,0
"SVOP",0,0,0,0,0,0
"LOC100131733",4,1,6,110,137,99
"USP30",297,329,275,236,251,283
"ALKBH2",277,291,317,50,57,35
"UNG",2017,2056,1969,592,607,528
"LOC100506415",8,11,4,1,0,3
"ACACB",1676,1658,1868,294,360,323
"FOXN4",3,5,0,1,0,0
"MYO1H",3,5,2,2,4,3
"KCTD10",1580,1598,1510,1298,1306,1435
"UBE3B",2533,2541,2426,1741,1952,1981
"MMAB",1215,1303,1144,419,463,421
"MVK",596,696,476,305,356,314
"C12orf34",89,104,81,163,134,136
"MGC14436",3,0,0,2,1,1
"TRPV4",0,0,0,0,0,0
"MIR4497",0,0,0,0,0,0
"GLTP",286,299,363,223,262,272
"TCHP",1427,1369,1284,769,939,1017
"GIT2",4178,4102,4167,3225,3491,3565
"ANKRD13A",2036,1941,1944,2564,2922,2726
"C12orf76",154,166,187,175,173,190
"IFT81",253,161,222,226,231,233
"ATP2A2",12254,12304,10873,12129,13357,13253
"ANAPC7",2946,2932,2851,1214,1376,1255
"ARPC3",10549,10328,11222,6716,7585,6808
"GPN3",1175,1069,1233,524,617,539
"C12orf24",883,961,1030,103,90,101
"VPS29",1967,1874,1951,1370,1521,1437
"RAD9B",192,180,150,67,53,57
"PPTC7",1024,929,1040,1024,1114,1193
"TCTN1",1108,1035,1111,357,370,346
"HVCN1",894,942,907,236,260,246
"PPP1CC",6713,6639,6236,3279,3795,3632
"CCDC63",1,0,3,0,0,0
"MYL2",1,0,2,0,0,0
"LOC100131138",0,0,0,0,0,0
"CUX2",480,570,661,225,202,253
"FAM109A",157,145,162,407,410,429
"SH2B3",2946,3051,2977,17203,18598,18721
"ATXN2",1826,1826,1725,1124,1172,1241
"BRAP",1208,1185,1066,942,1025,1029
"ACAD10",1845,1839,1697,612,681,693
"ALDH2",5042,5201,3936,2006,2263,1984
"C12orf47",583,549,572,212,250,263
"MAPKAPK5",1299,1190,1159,647,773,733
"ADAM1",181,169,206,53,59,49
"TMEM116",447,488,475,212,290,233
"ERP29",12140,12444,11015,3304,3567,3424
"NAA25",1491,1244,1630,1338,1468,1435
"MIR3657",2,2,0,4,3,2
"TRAFD1",1457,1513,1272,4765,5115,5047
"C12orf51",4950,5105,4846,3332,3553,3637
"RPL6",37474,36867,44004,11122,12867,11689
"PTPN11",6494,5715,6629,4257,4840,4650
"MIR1302-1",0,0,0,0,0,0
"RPH3A",0,0,3,0,2,0
"OAS1",186,181,181,28226,31196,28917
"OAS3",846,824,736,165257,182401,182540
"OAS2",517,522,532,69967,78231,75605
"DTX1",0,0,0,0,0,2
"RASAL1",0,0,2,6,9,14
"CCDC42B",9,9,9,4,3,2
"DDX54",4399,4413,4050,1918,1950,1864
"C12orf52",1367,1384,1330,422,380,401
"IQCD",77,80,57,26,29,29
"TPCN1",9206,9072,8586,3225,3315,3432
"SLC24A6",1334,1279,1397,1073,1044,1038
"PLBD2",1106,1209,1167,1280,1382,1368
"SDS",125,123,111,545,581,537
"SDSL",350,398,366,633,635,583
"LHX5",0,0,0,0,0,1
"LOC100506452",0,0,0,0,0,0
"LOC100506465",0,0,0,0,0,0
"RBM19",1418,1433,1304,1379,1361,1412
"TBX5",0,0,0,0,0,0
"LOC255480",0,0,0,0,0,0
"TBX3",301,278,353,144,168,155
"MED13L",12374,12070,11917,13579,15778,15858
"LINC00173",7,19,24,41,53,61
"MAP1LC3B2",64,52,47,76,81,68
"C12orf49",1230,1098,1165,650,632,712
"RNFT2",9,6,12,3,6,6
"HRK",0,0,0,0,0,0
"FBXW8",819,806,766,255,254,290
"LOC100506551",9,9,15,4,3,2
"TESC",387,487,827,96,66,64
"FBXO21",393,414,390,381,423,389
"NOS1",0,0,0,0,0,0
"KSR2",0,0,0,0,0,0
"RFC5",1288,1457,1367,857,1022,1020
"WSB2",1008,1015,1045,2075,2176,2110
"VSIG10",694,674,622,340,370,343
"PEBP1",4991,5413,4958,1140,1239,1087
"TAOK3",4871,4091,4869,4183,4687,4734
"SUDS3",1679,1639,1740,1309,1466,1464
"SRRM4",0,0,0,0,0,0
"HSPB8",0,0,0,0,0,0
"LOC144742",0,0,0,0,0,0
"CCDC60",0,0,0,0,1,0
"TMEM233",0,0,0,0,0,0
"PRKAB1",1007,933,969,865,958,912
"CIT",4441,4475,3537,2135,2224,2277
"MIR1178",0,1,0,0,3,1
"CCDC64",1018,975,850,270,262,265
"RAB35",2641,2563,2406,2418,2689,2578
"GCN1L1",10620,10991,10198,5950,6384,6243
"MIR4498",0,0,0,0,0,0
"RPLP0",66503,73619,78137,18755,20766,17750
"LOC100506649",131,130,112,31,35,22
"PXN",1771,1829,2018,1274,1424,1400
"RNU4-2",1,1,3,1,0,0
"RNU4-1",1,0,0,0,0,0
"SIRT4",11,27,23,23,27,17
"PLA2G1B",0,0,1,0,0,0
"MSI1",1,0,0,2,1,3
"COX6A1",3420,3441,3524,2525,2732,2378
"TRIAP1",677,686,655,261,321,256
"GATC",1325,1266,1193,1021,1086,1056
"SRSF9",2708,2783,2585,1614,1770,1705
"DYNLL1",5302,5072,4736,1574,1663,1578
"LOC100506668",157,155,97,8,16,14
"COQ5",1027,1021,1042,553,648,617
"RNF10",3044,3003,2933,2832,3017,3062
"POP5",580,600,586,236,268,240
"CABP1",6,6,11,2,2,1
"MLEC",18664,19347,18046,6250,7009,6756
"UNC119B",1448,1559,1417,885,853,868
"MIR4700",0,0,0,0,0,0
"ACADS",450,493,538,187,179,182
"SPPL3",1117,1100,1014,515,626,613
"HNF1A-AS1",0,0,0,0,0,1
"HNF1A",31,33,27,21,23,21
"C12orf43",463,479,470,283,339,326
"OASL",40,48,51,30156,33471,29825
"P2RX7",358,459,439,2980,3229,3313
"P2RX4",1053,1227,1383,3694,3731,3747
"CAMKK2",3842,3883,4192,2183,2534,2466
"ANAPC5",6275,6407,5913,2258,2444,2301
"RNF34",1516,1511,1368,1187,1380,1278
"KDM2B",4917,5099,4460,3439,3649,3608
"ORAI1",634,603,725,1445,1304,1283
"MORN3",14,13,9,13,8,11
"TMEM120B",391,429,529,125,138,140
"RHOF",47,52,71,14,27,20
"LOC338799",505,486,526,209,205,204
"SETD1B",3391,3396,3281,3491,3366,3657
"HPD",33,42,39,43,62,44
"PSMD9",618,568,522,239,288,270
"WDR66",17,24,16,13,15,21
"BCL7A",1215,1198,1243,328,369,362
"LOC100506691",62,60,84,13,19,15
"MLXIP",4217,4360,4485,1250,1382,1351
"LRRC43",37,21,39,19,17,23
"IL31",0,0,0,0,0,0
"B3GNT4",2,1,1,4,0,3
"DIABLO",1074,1084,1110,894,946,886
"VPS33A",576,556,522,400,440,385
"CLIP1",1282,947,1504,1926,2207,2206
"LOC100507066",1,0,0,0,4,2
"ZCCHC8",1381,1278,1291,1187,1302,1275
"RSRC2",2704,2107,2662,3215,3793,3674
"KNTC1",4758,3373,4215,2988,3503,3390
"HCAR2",0,4,1,1470,1690,1565
"HCAR3",0,4,1,507,563,586
"HCAR1",1,0,0,1,0,0
"DENR",2520,2355,2476,1364,1535,1530
"CCDC62",30,26,16,17,18,15
"HIP1R",238,284,286,8459,8283,8588
"VPS37B",1168,1172,1110,878,837,912
"ABCB9",177,151,147,40,32,35
"OGFOD2",446,467,490,146,160,144
"ARL6IP4",3805,3893,3989,2083,2129,2030
"PITPNM2",227,243,284,217,223,212
"MIR4304",0,0,0,0,0,0
"LOC100507091",0,0,1,1,2,0
"MPHOSPH9",1623,1242,1824,927,1103,1058
"C12orf65",689,763,756,384,425,418
"CDK2AP1",603,622,547,329,316,323
"SBNO1",4040,3153,4006,2119,2438,2380
"LOC100293704",21,24,21,7,6,9
"SETD8",2822,2897,2653,1272,1462,1454
"RILPL2",3214,3249,3342,1798,1949,1894
"SNRNP35",530,513,510,466,530,465
"RILPL1",19,31,22,34,30,27
"MIR3908",0,0,0,0,0,0
"TMED2",2786,2979,2750,1954,2115,2025
"LOC100652786",3,3,3,2,3,3
"DDX55",2049,2068,1853,845,891,918
"EIF2B1",2042,2136,1966,1169,1310,1317
"GTF2H3",1069,1041,1155,588,631,598
"TCTN2",294,325,264,81,93,87
"ATP6V0A2",1001,983,938,767,845,868
"DNAH10",60,76,87,19,22,18
"CCDC92",612,594,531,373,441,422
"ZNF664",3094,2876,3300,1870,2128,2110
"ZNF664-FAM101A",0,0,1,0,0,0
"FAM101A",0,0,0,0,0,0
"NCOR2",8812,9078,8795,8246,7989,8471
"SCARB1",3958,4135,3779,960,1062,1083
"LOC100652795",40,44,50,4,5,8
"UBC",5895,6435,6005,10835,12961,11365
"LOC100652800",0,0,0,0,0,0
"DHX37",2165,2191,1891,1579,1530,1536
"BRI3BP",1985,2128,1887,215,208,207
"AACS",1032,1156,946,691,759,760
"TMEM132B",3,3,2,1,1,2
"LOC400084",0,0,0,0,0,0
"LOC100128554",0,0,0,0,0,0
"LOC387895",0,0,0,0,0,0
"LOC100507206",0,0,0,0,0,0
"LOC440117",0,0,0,0,0,0
"FLJ37505",0,0,0,0,0,0
"MIR4419B",0,0,0,0,0,0
"TMEM132C",0,0,0,0,0,1
"MIR3612",0,0,0,0,0,0
"SLC15A4",764,646,639,497,563,510
"LOC100128276",1,10,0,2,1,22
"GLT1D1",39,31,30,24,25,24
"TMEM132D",0,0,0,0,0,0
"LOC100190940",0,0,0,0,0,0
"FLJ31485",0,0,0,0,0,0
"FZD10",0,0,0,0,0,0
"PIWIL1",0,0,0,0,0,0
"RIMBP2",0,0,0,0,0,0
"STX2",758,704,839,518,562,533
"RAN",13507,14363,13137,6720,7345,6761
"GPR133",65,64,79,74,88,79
"LOC100128840",0,1,1,0,2,0
"LOC116437",29,22,26,3,5,2
"LOC100292905",0,0,0,0,0,0
"LOC338797",0,0,0,0,0,0
"LOC100128002",1,0,0,0,0,0
"SFSWAP",2147,2131,1987,1318,1419,1478
"MMP17",989,915,1071,163,169,190
"ULK1",1425,1408,1804,1162,1144,1236
"PUS1",1665,1642,1781,674,720,698
"EP400",6517,6555,6451,3352,3689,3625
"SNORA49",2,0,0,1,1,0
"EP400NL",365,369,405,124,133,127
"DDX51",1556,1608,1545,623,637,680
"NOC4L",856,892,809,487,479,489
"GALNT9",11,6,9,1,11,5
"LOC100130238",1,6,2,1,2,2
"LOC100506978",0,0,0,0,0,0
"FBRSL1",2481,2371,2673,1082,1000,1131
"LOC100507055",8,10,15,1,1,1
"P2RX2",1,2,3,0,2,2
"POLE",7226,7280,6164,3508,3727,3790
"PXMP2",655,695,626,206,244,200
"PGAM5",1794,1874,1575,861,887,792
"ANKLE2",3152,3350,3118,3379,3621,3530
"GOLGA3",4253,4388,4326,2095,2298,2233
"CHFR",2382,2428,2457,2279,2370,2340
"ZNF605",1554,1083,1802,834,945,923
"ZNF26",857,783,744,440,446,408
"ZNF84",1781,1117,1929,715,807,730
"ZNF140",592,574,612,484,561,505
"ZNF891",75,81,84,29,33,23
"ZNF10",172,128,181,61,62,51
"ZNF268",1173,788,1306,574,688,628
"LOC647589",0,0,0,0,0,0
"ANKRD20A9P",3,2,6,3,5,1
"LOC100652856",0,0,0,0,0,0
"LINC00442",0,0,0,0,0,0
"PHF2P1",0,0,0,0,0,0
"TUBA3C",0,0,0,0,0,0
"ANKRD26P3",51,32,32,46,57,41
"LINC00421",24,38,14,10,14,5
"TPTE2",86,82,97,15,15,21
"MPHOSPH8",2497,1900,2533,1541,1742,1675
"PSPC1",3272,3133,3167,2429,2854,2697
"ZMYM5",471,378,485,354,405,382
"LOC400099",60,48,69,28,14,28
"ZMYM2",2915,1968,3522,2147,2377,2418
"GJA3",98,114,74,89,83,105
"GJB2",1,1,0,66,89,71
"GJB6",0,0,0,1,0,0
"CRYL1",211,220,298,52,58,64
"MIR4499",0,0,0,0,0,0
"IFT88",366,260,315,90,123,123
"IL17D",50,41,50,14,8,17
"N6AMT2",277,311,286,79,77,67
"XPO4",2549,2065,2560,1319,1450,1543
"LATS2",480,467,497,1066,1090,1054
"SAP18",3275,3400,3118,3739,4031,3883
"SKA3",1580,1401,1126,684,908,775
"MRP63",956,1003,981,538,528,445
"MIPEPP3",75,79,56,13,13,11
"LOC100652865",10,13,11,2,4,1
"LINC00422",10,10,5,0,3,2
"ZDHHC20",1535,1224,1733,1091,1262,1232
"EFHA1",1223,838,1225,942,1117,1023
"FGF9",0,0,1,0,1,0
"LOC100506622",0,0,0,0,0,0
"BASP1P1",0,0,0,0,0,0
"SGCG",0,4,10,2,1,4
"SACS",2045,1320,2538,924,1039,1043
"SACS-AS1",0,1,4,0,0,0
"LINC00327",21,33,37,11,15,13
"TNFRSF19",1,1,1,16,28,22
"MIPEP",158,176,176,43,42,22
"C1QTNF9B-AS1",2,2,0,1,0,1
"C1QTNF9B",0,3,0,0,1,2
"SPATA13",504,554,548,519,606,558
"MIR2276",0,0,0,0,0,0
"C1QTNF9",1,0,0,1,0,2
"PARP4",5765,5210,5077,6051,7119,6770
"TPTE2P6",0,2,5,5,5,1
"ATP12A",0,0,2,0,0,1
"RNF17",4,0,0,1,1,1
"CENPJ",1999,1496,1740,1543,1821,1781
"TPTE2P1",6,5,8,1,5,4
"PABPC3",410,369,410,247,238,269
"C13orf41",0,0,0,0,0,0
"FAM123A",0,1,0,0,0,0
"MTMR6",846,680,772,775,836,809
"NUPL1",2132,2048,2219,2102,2470,2444
"ATP8A2",0,0,0,0,0,0
"SHISA2",0,1,0,3,4,5
"RNF6",2129,1441,2196,1426,1573,1594
"CDK8",376,398,379,362,397,397
"WASF3",7,2,1,0,2,8
"GPR12",0,0,0,0,0,0
"USP12",804,729,828,1234,1423,1421
"RPL21",24748,25390,29976,9618,10642,9191
"SNORD102",38,41,22,14,29,24
"SNORA27",21,16,17,13,16,12
"RASL11A",10,7,17,6,11,6
"GTF3A",2974,3083,3156,1594,1822,1677
"MTIF3",759,613,737,567,675,638
"LNX2",362,341,340,256,354,287
"POLR1D",2642,2558,2499,1615,1631,1592
"LOC100506997",0,0,0,0,0,0
"GSX1",0,0,0,0,0,0
"PDX1",0,0,0,0,0,0
"ATP5EP2",6,6,2,5,5,1
"LOC100132234",17,11,14,8,8,10
"CDX2",0,0,1,0,0,0
"PRHOXNB",2,0,0,0,2,0
"FLT3",4025,3674,3955,381,449,403
"PAN3-AS1",211,181,228,92,94,118
"PAN3",2425,2021,2573,1332,1436,1514
"FLT1",6,3,5,127,131,153
"POMP",1573,1551,1673,2256,2351,2102
"SLC46A3",476,461,534,100,143,115
"MTUS2",10,19,9,1,0,2
"SLC7A1",6721,6991,7504,3398,3535,3779
"UBL3",811,731,809,802,907,898
"LOC440131",0,0,0,0,0,0
"KATNAL1",251,213,285,75,62,81
"LINC00427",2,2,0,0,2,0
"LINC00426",3,1,8,0,0,0
"HMGB1",19586,17286,15925,7249,8454,8183
"USPL1",1807,1266,1621,1581,1765,1719
"ALOX5AP",1178,1217,1313,604,724,669
"LOC440132",0,0,0,0,0,0
"LOC100507064",0,0,0,0,0,0
"C13orf33",0,0,1,0,0,2
"C13orf26",0,0,0,0,0,0
"HSPH1",5910,4215,5098,7360,8209,8263
"B3GALTL",320,287,275,188,203,173
"RXFP2",4,1,3,0,0,0
"EEF1DP3",25,14,21,8,4,7
"FRY-AS1",62,34,72,7,9,17
"FRY",12964,11983,13654,3620,4222,4236
"ZAR1L",0,0,0,4,6,7
"BRCA2",1123,670,1154,2263,2592,2593
"N4BP2L1",347,303,380,856,943,931
"N4BP2L2",2375,1897,3087,2989,3406,3327
"CG030",97,69,133,176,203,191
"PDS5B",2448,1669,2494,1784,2022,2129
"KL",85,65,65,14,20,17
"STARD13",628,565,677,571,578,598
"RFC3",1510,1336,1303,1068,1159,1063
"NBEA",58,28,37,4,13,5
"MAB21L1",0,0,0,0,1,1
"LOC100507114",0,0,0,0,0,0
"DCLK1",0,0,0,0,0,0
"SOHLH2",0,0,0,0,0,0
"CCDC169-SOHLH2",0,2,0,0,0,0
"CCDC169",34,21,32,5,6,6
"SPG20",2377,2021,2723,3106,3431,3365
"SPG20OS",29,26,35,29,47,47
"CCNA1",234,253,207,746,797,725
"SERTM1",0,0,0,0,0,0
"RFXAP",274,287,305,95,115,120
"SMAD9",24,19,34,14,12,14
"ALG5",793,716,856,1337,1497,1375
"EXOSC8",1274,1117,1297,906,1042,860
"FAM48A",1977,1677,1880,1326,1498,1537
"CSNK1A1L",0,0,1,2,0,3
"FLJ34747",0,0,0,0,0,0
"POSTN",0,0,0,0,0,0
"TRPC4",0,0,0,0,0,0
"UFM1",1116,898,1255,930,1062,988
"FREM2",0,0,0,0,0,0
"STOML3",0,0,0,0,0,0
"PROSER1",2538,2393,2105,2665,2876,3170
"NHLRC3",628,425,627,1252,1416,1431
"LHFP",4,0,3,3,4,4
"COG6",388,260,394,229,273,241
"MIR4305",0,0,0,0,0,0
"FLJ42392",0,0,0,0,0,0
"TTL",1031,1127,1089,1162,1358,1373
"FOXO1",131,115,164,200,203,172
"MIR320D1",0,0,0,0,0,1
"MRPS31",454,402,512,383,391,415
"SLC25A15",905,963,822,86,99,76
"LOC100616668",62,66,75,13,10,20
"MIR621",0,0,0,0,0,0
"SUGT1P3",8,7,11,3,2,4
"ELF1",9948,7970,9492,7065,8133,7786
"WBP4",655,502,599,679,764,737
"MIR3168",0,0,0,0,1,0
"KBTBD6",610,552,554,172,174,178
"KBTBD7",544,481,564,77,94,102
"MTRF1",463,365,491,363,373,446
"NAA16",1215,817,1148,662,749,767
"OR7E37P",7,5,2,2,2,5
"C13orf15",109,114,115,102,120,129
"KIAA0564",976,824,1031,321,357,358
"LOC100507240",1,0,1,0,0,0
"DGKH",503,336,613,618,697,739
"AKAP11",2223,1340,2745,1148,1314,1309
"TNFSF11",64,66,62,17,26,14
"C13orf30",1,4,11,3,9,11
"EPSTI1",54,48,49,14290,16248,15812
"DNAJC15",920,946,949,1252,1400,1290
"ENOX1",11,3,8,93,97,101
"CCDC122",78,64,67,32,31,41
"LACC1",326,250,368,2677,3072,3075
"LINC00284",0,3,0,4,18,9
"C13orf44-AS1",13,10,13,2,1,3
"SERP2",3,3,5,0,0,0
"TSC22D1",1171,1166,1103,1225,1393,1346
"LOC641467",43,33,43,33,22,13
"LOC144817",0,0,1,0,0,0
"NUFIP1",448,413,408,199,255,198
"KIAA1704",638,630,647,319,395,440
"GTF2F2",762,679,745,686,696,662
"KCTD4",0,0,0,1,3,0
"LOC100287803",2324,2484,2754,1014,1199,1072
"TPT1",74531,78030,83144,40444,45435,40896
"SNORA31",1,4,1,8,6,1
"LOC100190939",378,403,437,316,348,326
"SLC25A30",811,831,835,469,506,532
"COG3",1244,1208,1236,1107,1315,1240
"FAM194B",0,0,0,0,0,0
"SPERT",0,0,0,0,1,0
"SIAH3",0,0,0,0,0,0
"LOC100652889",0,0,0,0,0,0
"ZC3H13",3607,2031,4151,2368,2797,3042
"LOC100509894",17,22,9,24,19,15
"CPB2",7,5,1,2,2,1
"LCP1",53095,53600,49413,32837,37665,34608
"LRRC63",58,53,48,9,16,19
"KIAA0226L",6205,6400,5793,1477,1601,1474
"LOC731932",0,1,6,2,2,0
"LRCH1",1506,1414,1645,1518,1772,1746
"ESD",2732,2432,2766,1300,1462,1279
"HTR2A",2,4,2,0,1,0
"SUCLA2",931,756,1048,757,870,879
"NUDT15",698,642,565,496,589,569
"MED4",1412,1128,1339,1066,1240,1221
"ITM2B",3208,3014,3185,5098,5548,5202
"LOC100652744",0,0,0,0,0,1
"RB1",2290,1654,2339,4723,5360,5451
"LPAR6",231,152,244,710,768,785
"RCBTB2",698,627,688,527,515,514
"LOC100129597",0,1,0,1,1,2
"CYSLTR2",1,3,2,2,3,3
"FNDC3A",1911,1337,2249,15234,17608,17808
"MLNR",238,266,277,460,508,548
"CDADC1",314,298,276,334,392,340
"CAB39L",221,248,303,408,528,460
"SETDB2",2765,2295,2934,1162,1311,1267
"PHF11",527,402,457,2484,3067,2922
"RCBTB1",711,744,753,767,754,818
"ARL11",932,930,940,693,828,727
"EBPL",643,769,738,122,106,136
"KPNA3",1724,1421,1816,1210,1367,1412
"CTAGE10P",1,1,1,0,0,1
"SPRYD7",329,277,266,129,132,124
"DLEU2",486,470,465,526,665,600
"TRIM13",1729,1587,1940,708,815,691
"KCNRG",44,25,45,31,23,28
"MIR16-1",0,0,0,0,0,0
"MIR15A",0,0,0,0,0,0
"DLEU1",286,253,297,93,98,90
"ST13P4",132,124,138,70,56,67
"DLEU7",84,56,60,24,62,57
"RNASEH2B",4244,4057,4310,1852,2046,1899
"GUCY1B2",11,11,9,13,15,18
"LINC00371",5,4,5,2,1,0
"FAM124A",100,80,110,103,96,92
"SERPINE3",17,18,17,45,42,40
"INTS6",2329,1831,2404,2305,2737,2756
"LOC100507398",113,112,149,42,54,52
"MIR4703",0,0,0,0,0,0
"WDFY2",3827,3529,3429,948,1048,994
"DHRS12",173,179,218,121,144,158
"LINC00282",0,0,0,2,1,1
"CCDC70",0,0,0,0,0,0
"ATP7B",177,183,212,29,44,41
"ALG11",249,226,244,218,291,263
"UTP14C",1113,972,1208,957,1043,1002
"LOC100506859",0,0,3,3,0,2
"NEK5",4,2,6,1,2,0
"NEK3",525,550,558,270,302,254
"THSD1P1",291,309,296,150,177,177
"TPTE2P2",0,0,0,0,0,0
"LOC100652836",0,0,0,0,0,0
"THSD1",21,27,47,45,56,39
"VPS36",3208,2952,3251,1738,1979,2036
"CKAP2",3461,2328,3017,2153,2525,2488
"TPTE2P3",1,0,0,0,0,0
"HNRNPA1L2",6235,6109,6094,1565,1765,1754
"SUGT1",841,765,861,809,936,843
"LECT1",3,1,0,1,0,0
"MIR759",0,0,0,0,0,0
"PCDH8",47,44,46,5,10,9
"OLFM4",0,0,0,0,0,0
"LINC00458",0,0,0,0,0,0
"MIR1297",0,0,0,0,0,0
"PRR20A",0,0,0,0,0,0
"PRR20B",0,0,0,0,0,0
"PRR20C",0,0,0,0,0,0
"PRR20D",0,0,0,0,0,0
"PRR20E",0,0,0,0,0,0
"PCDH17",2,4,1,358,398,419
"LOC100129744",0,0,0,0,0,0
"DIAPH3",897,574,699,718,815,819
"TDRD3",555,445,540,242,302,223
"MIR3169",0,0,0,0,0,0
"PCDH20",94,74,78,58,59,76
"OR7E156P",0,0,0,0,0,0
"LOC647264",0,1,2,2,0,0
"LOC100507505",0,1,1,1,1,0
"MIR548X2",0,0,0,0,0,0
"MIR4704",0,0,0,0,0,0
"PCDH9",68,48,57,71,102,68
"LOC730236",13,8,12,14,6,11
"LOC338862",0,0,0,0,0,0
"KLHL1",5,0,2,1,0,0
"ATXN8OS",1,0,0,0,0,0
"DACH1",362,315,271,29,31,49
"MZT1",692,592,726,365,343,430
"BORA",1188,957,976,568,643,608
"DIS3",2641,1869,2740,1686,1952,1921
"PIBF1",511,363,484,223,267,223
"KLF5",84,77,54,59,55,57
"KLF12",423,274,445,135,157,196
"LINC00402",0,0,0,0,0,0
"LOC100288208",0,0,0,0,0,0
"LINC00347",0,0,0,0,1,0
"CTAGE11P",3,1,1,0,0,0
"TBC1D4",205,169,232,235,253,224
"COMMD6",1277,1272,1622,360,429,386
"UCHL3",726,650,691,332,383,337
